mode,strategy,feature,auc,auc_lift,direction,positive_median,background_median,positive_count,background_count
all_background,T1/S01,ema_8_minus_ema_21,0.828396969779112,0.32839696977911204,high,1.5656149537219335,0.04516998046369736,196,72276
all_background,T1/S01,mom_20,0.826456350429928,0.32645635042992804,high,5.190000000000055,0.14999999999986358,196,72276
all_background,T1/S01,rsi_14,0.8256384980011953,0.32563849800119526,high,64.14459185419011,50.590171773100735,196,72283
all_background,T1/S01,cci_14,0.8211182830975867,0.3211182830975867,high,111.5555660703445,6.670195870874777,196,72283
all_background,T1/S01,adx_14_dmp_14,0.8191721343573884,0.31917213435738845,high,29.166696689125924,20.12670387562622,196,72283
all_background,T1/S01,aroon_14_aroonosc_14,0.8186442668708556,0.31864426687085556,high,78.57142857142857,7.142857142857153,196,72282
all_background,T1/S01,close_minus_wma_50,0.8177670960421208,0.31776709604212083,high,3.81222352941154,0.12342745098044361,196,72247
all_background,T1/S01,adx_21_dmn_21,0.18393726824948808,0.3160627317505119,low,14.124634803587641,20.936060535401225,196,72276
all_background,T1/S01,cci_34,0.8153219800575392,0.3153219800575392,high,123.21292657659751,8.121546614032354,196,72263
all_background,T1/S01,cmo_21,0.8138848925941875,0.3138848925941875,high,33.09704641350139,1.3071895424824946,196,72275
all_background,T1/S01,rsi_5,0.8125621064006857,0.3125621064006857,high,71.74736515385189,50.88700157896778,196,72292
all_background,T1/S01,ao,0.8107252857829126,0.3107252857829126,high,3.5065000000000737,0.11129411764704855,196,72263
all_background,T1/S01,bbands_34_bbp_34_2_0,0.8038877687991738,0.3038877687991738,high,0.8668626049239447,0.5230892890930012,196,72263
all_background,T1/S01,rsi_21,0.7991210492996801,0.2991210492996801,high,61.56348823036241,50.53512599751771,196,72276
all_background,T1/S01,sma_21_slope_4,0.795088840965875,0.29508884096587495,high,0.9583333333334849,0.027142857142962384,196,72272
all_background,T2/S03,wma_21_minus_wma_50,0.9344196441891185,0.4344196441891185,high,3.9578399796280337,0.058936032594942844,153,72290
all_background,T2/S03,ao,0.929272044428463,0.429272044428463,high,5.909235294117707,0.11204411764708766,153,72306
all_background,T2/S03,wma_50_slope_4,0.9269146305009566,0.42691463050095657,high,1.3708941176466851,0.025447058823488078,153,72286
all_background,T2/S03,roc_34,0.9253614748344997,0.4253614748344997,high,0.8332953526882722,0.01684122732449327,153,72305
all_background,T2/S03,close_minus_sma_50,0.9221850625250331,0.4221850625250331,high,7.908400000000256,0.16499999999996362,153,72290
all_background,T2/S03,ema_50_slope_4,0.9189764369166123,0.41897643691661235,high,1.1133551272855584,0.026087773443236983,153,72286
all_background,T2/S03,mom_34,0.9186224567046005,0.4186224567046005,high,11.980000000000018,0.2300000000000182,153,72305
all_background,T2/S03,sma_21_slope_4,0.9175800860342754,0.41758008603427543,high,1.811428571428678,0.027619047618827608,153,72315
all_background,T2/S03,ema_8_minus_ema_21,0.9158881849452954,0.41588818494529545,high,2.495205552083462,0.045311668939802985,153,72319
all_background,T2/S03,close_minus_wma_50,0.910738926455444,0.41073892645544396,high,5.85261960784328,0.12372549019607959,153,72290
all_background,T2/S03,close_minus_ema_50,0.9095399159340961,0.4095399159340961,high,6.250759349709824,0.16550087913299194,153,72290
all_background,T2/S03,sma_21_minus_sma_50,0.902062182368221,0.402062182368221,high,5.185009523809413,0.09321904761918631,153,72290
all_background,T2/S03,adx_21_dmn_21,0.09973160851337036,0.4002683914866296,low,13.233866177405721,20.93500794784749,153,72319
all_background,T2/S03,ema_21_minus_ema_50,0.8966986637879203,0.3966986637879203,high,3.5860052438758885,0.09889120022512543,153,72290
all_background,T2/S03,rsi_34,0.8943029705451179,0.39430297054511787,high,62.21880053300162,50.53182187983594,153,72306
all_background,T2/S03,rsi_21,0.8908525019912232,0.39085250199122323,high,64.86941135321956,50.53502179664753,153,72319
